summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
4_fd4cbL6a1tGdDJjeDSTA5HOPdI0dNsAxN4Q8QZ88EmGkQ,1st Boreas,500,I,186,122,False,False,False,False
_kcwpbthpSwoRv4DvAwxFMlSqNxTlw26D1Z65q1n1yhcPg,Mikáil,740,I,244,210,True,False,False,False
ZQRis3olVKjMeuFfB9ZQHwaMHJp8kUwJdMM61NVlSdA6Sg,Joe Cat,699,I,81,59,False,False,False,False
Pj-bRhoWUrtnfaGCxmHYGgvOZFs3gw9bGktI09HPpO99cDUvtu7mQixmBA,Skyƒall,504,I,176,124,False,False,True,True
88rjx_14QsE0q9kSMo3Q1MEQgM1EG69nhlndp1Iv_NeXsg,Assassîn  Cat,591,I,289,252,True,False,False,False
FcRdpScsoZtvmc6tqwWmwnVRozgFk_onAFCABlrPsaTWge4,Rherit,560,I,142,110,False,False,False,False
HBS0lX9NG8o1PeZSISMhc1xtJMvK1Y9hXHuy11bLRRBjaQ,Fırtına Kâzım,665,I,122,84,False,False,False,False
XhFPRB6a-JpF2evBR1j8Tjgw0QS7hGuVLPDNUhahAGCg0d9UW-laPJCUyA,Çoğa Han,544,I,89,53,False,False,False,False
J3UuY1buEK1NO2ZFcDicSo0M3TyiswEXq5UYgmfPTkh-65aTroQ6F1R8eQ,nevermind,642,I,110,72,False,False,False,True
ObspYAy8xcSig1U9E7K1XA7-RQobg1nwbAY13qEntK1WNg,Busenin Kedisi,514,I,162,126,False,False,False,False
zEOoEqcRZ3ZqHs4VhpKSNAi9gCh7kYjWESlXPHjCIsqbDeU,Peøp,510,I,103,72,False,False,False,True
BsNBwWctFUKyRBeWaH6m-DieppIZfSutLHHGXP4m-L0swXHWyASyKJbtPA,Symphony,501,I,114,75,False,False,False,False
illyJrsXR_D5DWD5QZZf0mt9Xe8Edurnab80lf-DZ_BuDG0,Zhongli,502,I,308,287,False,False,False,True
13c81JTUFSePSaJyIT3IgiG1pMsisefPTc2SGoOwMRP7tA,Reformed Nerâ,643,I,105,77,False,False,False,False
DA9Nux8FKK-V2nAKEOLVhfR4-njVQTRDGT_eqDSB01OqgQ,Skraaj,510,I,117,89,False,False,False,False
AM8GOo6ZuTd3NPmMclgtwOXuMvfIZvmPmA9WC96MpD-IrA,Aku,507,I,52,38,False,False,False,True
3r54_Qh1hFpnw1GD-ABjCBjk5e8D-wwRuxf80YYd4FG7riU,zübnü6  sirqb,515,I,152,99,False,False,False,False
-ZkLaWilFaGQfzWxkn7QoU0soRLjY3pVYpmaGu_UsvLAkWk,ROFLMAOXD,819,I,209,160,False,False,False,False
cExKl3tGjZN1mhYm2NvJQUO5_yfNUBpj1dObSEtcW24WIjgVw7FuqnqCSA,deve rider elite,751,I,71,54,False,False,False,False
qVLJ7HfQnVOTTezb8WuKbYsLulcoXqvCx1B2ujLRUupFsg,Ponx XD,517,I,126,103,False,False,False,False
bALdErDplaGzfvCasmVA_VoTOhCg0oC-Ppk1xWKuBrsy,Kral Mudi,515,I,181,121,False,False,False,False
ivQslw6xsbwq6IlrE9AtcxxMmtBb1c8643a1MScF0ncxm-gSOdEzUiw20g,Shapee,601,I,166,130,False,False,False,False
J-Nyx-bRzgxJS_UBXSE1ir7SNHfgQek5E5T0_r8el0eDQTU,Fall Guy 0836,803,I,117,76,False,False,False,True
BErEnxNUhTmWZTyf_SR44Hz-v_yd_ZJs3nVEUP9c6FI1CZH6XZLjE-fRrw,soultruth,502,I,139,111,False,False,False,False
