champ1.1,kills1.1,assists1.1,deaths1.1,gold1.1,champ1.2,kills1.2,assists1.2,deaths1.2,gold1.2,champ1.3,kills1.3,assists1.3,deaths1.3,gold1.3,champ1.4,kills1.4,assists1.4,deaths1.4,gold1.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,champ2.1,kills2.1,assists2.1,deaths2.1,gold2.1,champ2.2,kills2.2,assists2.2,deaths2.2,gold2.2,champ2.3,kills2.3,assists2.3,deaths2.3,gold2.3,champ2.4,kills2.4,assists2.4,deaths2.4,gold2.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,first blood,first tower,blue towers,red towers,blue dragons,red dragons,blue heralds,red heralds,blue barons,red barons,win
10,5,31,8,14114,427,0,22,6,10834,76,15,15,7,14059,99,6,30,4,14133,67,14,8,9,15574,90,7,15,6,14025,39,7,12,10,13181,15,7,15,10,13150,37,3,26,5,12371,81,10,13,9,14044,1,-1,4,4,0,0,0,0,0,0,1
98,8,20,5,12999,3,4,18,10,12069,21,12,15,8,15513,63,1,24,10,11151,11,9,13,8,13531,267,4,34,4,12812,266,11,16,10,13831,31,9,17,5,13869,498,4,18,8,13110,119,13,14,7,16981,-1,1,2,4,0,0,0,0,0,0,-1
69,9,10,8,8690,63,5,16,7,8274,202,4,14,4,9163,164,5,12,8,7818,147,3,19,8,8373,91,2,23,8,8407,67,15,5,4,11106,92,6,12,7,8966,498,5,24,4,9727,518,7,21,3,9735,1,-1,0,4,0,0,0,0,0,0,-1
7,4,16,14,10798,121,17,8,6,15510,201,3,29,11,11739,104,4,22,11,12863,142,15,13,9,14725,412,5,24,9,12000,20,6,34,9,13012,34,21,21,9,17406,18,14,17,8,14921,268,4,31,8,12247,1,-1,2,4,0,0,0,0,0,0,-1
234,9,11,8,12805,25,2,24,9,11464,517,16,11,10,14357,420,6,14,13,12092,76,2,25,5,11698,31,8,32,11,13600,67,11,25,10,13925,51,12,22,4,14927,53,5,21,6,12010,99,9,29,4,14284,-1,-1,0,4,0,0,0,0,0,0,-1
41,14,25,14,15519,141,8,25,15,13176,6,11,22,18,12834,26,11,33,10,14760,98,8,33,13,13983,1,12,30,10,13669,38,29,23,14,17542,57,3,44,10,11896,111,2,43,14,11463,104,24,34,5,19419,1,-1,2,4,0,0,0,0,0,0,-1
115,4,20,13,11232,27,5,25,14,11457,887,18,15,13,14701,235,6,27,9,12278,84,12,13,11,12993,7,20,20,8,14619,202,8,29,9,12673,17,8,20,10,12077,29,22,23,8,16636,89,2,29,10,11262,-1,-1,1,4,0,0,0,0,0,0,-1
142,11,20,9,12990,166,8,16,9,12922,350,1,42,6,10959,222,13,26,9,14736,234,17,15,12,13732,40,2,33,8,10492,18,21,12,8,15234,15,6,27,12,11932,62,6,17,12,10431,126,10,16,10,12680,1,-1,4,2,0,0,0,0,0,0,1
16,2,39,8,12895,38,8,23,16,13637,203,16,17,14,16788,41,15,14,10,16102,26,9,28,5,15534,53,4,28,9,12113,96,5,30,11,13033,45,24,17,11,18692,498,18,22,10,16566,59,2,43,9,12663,1,-1,4,1,0,0,0,0,0,0,1
166,12,7,6,16111,120,5,20,7,16077,4,8,21,8,17963,236,9,7,9,15345,117,5,30,8,11445,43,1,18,5,10855,246,18,10,4,21224,517,7,7,12,14730,81,9,12,9,16303,3,3,16,9,9991,1,1,8,7,1,4,1,0,1,1,-1
58,4,9,3,11032,246,6,4,6,9665,4,6,11,3,12837,523,5,9,2,11291,111,3,8,4,6930,126,2,6,7,9770,234,8,5,3,10115,13,5,3,5,9862,202,3,7,3,9944,89,0,8,6,5823,-1,1,5,1,2,1,2,0,0,0,1
126,6,9,3,11259,238,9,8,3,11273,7,18,11,2,15193,30,5,9,8,10402,89,1,14,4,7404,887,2,1,5,9159,421,10,1,5,12317,38,1,3,16,7275,119,6,6,7,13198,117,1,11,6,7615,1,-1,10,8,2,0,1,1,1,0,1
223,2,7,1,11260,238,19,4,3,15673,134,1,11,8,10848,429,13,9,2,13899,111,2,18,3,8153,36,3,1,4,10061,91,10,2,9,13732,34,2,4,7,9654,81,2,8,7,9830,40,0,4,10,6093,-1,1,9,2,2,2,1,0,1,0,1
39,4,2,4,11130,78,6,8,2,9093,136,4,9,1,9598,119,15,6,6,13717,117,1,22,3,7736,126,1,4,7,7023,91,4,4,7,8389,4,6,3,5,9750,235,2,4,6,8155,3,3,6,5,6312,1,1,8,2,1,1,2,0,0,0,1
777,2,2,5,7304,246,6,3,4,8207,3,1,4,5,5644,119,4,4,9,6932,497,2,7,7,5273,104,11,8,2,13218,141,5,7,2,9123,34,4,6,1,10384,202,7,11,7,8609,350,3,19,4,6909,1,-1,1,10,0,2,0,1,0,0,-1
39,5,6,14,10492,120,18,8,6,15075,4,5,10,8,10503,119,4,5,14,11524,526,1,23,7,7481,58,10,19,5,14700,104,18,15,7,15757,136,8,14,9,10366,236,8,14,9,12158,350,5,29,5,9060,1,1,3,7,2,1,2,0,0,1,-1
10,5,4,4,9226,246,8,4,0,9055,55,7,2,4,8334,267,5,11,3,7427,236,3,8,1,9653,92,1,1,6,6455,76,3,3,5,7068,38,4,2,6,7479,202,3,4,5,8406,26,1,4,6,4847,1,1,5,0,1,0,1,0,0,0,1
74,2,2,7,7485,121,2,3,11,7425,238,9,4,6,13275,21,5,6,8,9802,99,3,12,8,7915,24,10,6,4,12362,107,17,4,5,15211,142,3,11,4,10778,523,6,6,6,11672,117,4,14,3,8450,-1,-1,2,8,0,4,0,1,0,1,-1
875,2,3,5,6458,60,5,6,9,7646,203,4,2,9,7229,202,5,8,3,8210,26,2,9,3,5542,24,5,5,4,7610,141,3,13,4,8116,38,18,2,2,14553,523,2,5,4,7682,432,0,14,4,5560,1,-1,0,5,1,1,1,0,0,0,-1
67,3,1,7,5919,28,2,2,5,6200,8,3,1,4,6673,81,3,4,4,7168,16,2,5,5,5700,166,5,9,2,9516,141,9,6,1,10535,4,8,5,3,10400,236,2,3,4,7055,37,1,10,3,5877,-1,-1,1,5,1,1,0,1,0,0,-1
223,2,9,4,8570,238,15,13,1,13548,8,10,13,3,11346,202,9,15,1,12712,16,1,24,5,7777,114,9,1,6,14820,246,1,4,9,7370,34,1,2,7,7357,81,0,1,9,7765,350,3,3,6,6514,-1,1,9,6,3,0,1,0,1,0,1
113,2,10,5,10487,91,2,7,11,8784,142,8,5,8,12434,119,10,6,11,14834,201,2,15,11,7470,122,11,9,4,16313,20,9,23,8,12877,238,14,11,3,14948,202,7,24,6,13216,267,5,30,3,10295,-1,-1,1,6,1,3,0,2,0,2,-1
711,11,3,0,13901,120,10,6,0,12558,117,0,13,3,5903,96,5,6,4,9365,61,5,4,3,9094,78,1,1,5,6530,91,4,2,6,8875,55,3,1,9,7522,202,1,3,6,6650,40,1,3,5,5105,1,1,9,0,3,0,1,0,0,0,1
84,19,5,2,16815,246,6,10,5,10252,157,8,15,6,13748,30,10,14,10,12618,497,2,18,9,8577,98,4,10,7,8661,20,8,10,10,11293,55,12,5,8,11224,202,3,18,11,9363,16,4,19,9,8637,-1,1,10,1,2,1,0,0,1,0,1
6,10,7,7,16470,246,7,0,17,9679,711,3,12,9,11045,202,2,2,9,7989,63,8,13,20,11450,114,7,7,4,11729,77,14,9,4,15072,38,14,13,9,14476,81,18,17,6,16408,32,9,28,7,11574,1,-1,2,10,0,4,0,0,0,1,-1
78,11,12,1,10875,234,5,9,3,9815,245,8,10,1,11422,202,12,12,3,10858,267,2,23,1,7657,54,3,2,6,6202,120,1,4,8,5432,38,1,3,5,7562,523,2,4,11,6094,235,2,7,8,7070,-1,1,9,0,2,1,2,0,0,0,1
164,12,12,2,14278,131,13,13,3,12960,157,4,7,6,10309,236,9,6,5,11326,432,2,14,3,7544,268,8,6,6,12142,238,6,5,9,9032,54,1,6,11,5832,29,4,7,7,9458,117,0,13,7,5507,-1,1,9,1,2,1,2,0,1,0,1
14,2,7,7,10739,421,12,7,4,13756,112,7,6,3,14030,202,7,11,4,12221,497,5,20,2,9794,104,9,2,7,13454,78,2,5,7,7515,142,2,3,6,7768,81,7,5,8,12064,350,0,13,5,6836,1,1,9,2,3,1,1,0,1,0,1
54,9,14,5,15556,91,13,12,13,17451,55,10,14,12,13907,202,11,17,7,16579,223,1,23,10,8584,24,8,12,11,16017,234,13,14,9,16181,3,10,20,7,16311,119,13,16,9,19232,267,3,34,9,11614,1,-1,6,7,4,1,2,0,0,2,-1
27,0,5,8,6930,64,5,6,2,9934,38,7,4,7,10515,202,2,3,9,6597,43,1,8,9,6311,58,8,7,1,11851,28,10,9,3,10773,59,2,21,5,9534,51,8,10,1,13029,99,7,17,5,9056,1,1,1,9,0,3,1,1,0,1,-1
164,3,2,8,7548,246,4,4,7,8659,517,3,5,6,8233,523,6,3,9,10136,497,1,9,6,5706,58,14,6,2,15093,91,10,12,2,13819,10,2,4,2,11660,134,1,9,6,9889,555,9,8,5,11644,-1,-1,0,8,0,3,0,1,0,1,-1
58,4,5,11,11055,163,10,8,11,11656,711,9,10,8,12724,523,5,3,12,10846,497,1,14,9,7319,164,6,12,4,13214,238,26,7,5,18398,517,7,11,6,11744,45,11,13,7,14171,25,1,24,7,8216,-1,-1,3,10,1,1,0,1,1,0,-1
157,4,2,4,9271,5,2,6,8,8207,69,2,4,8,8495,30,10,2,9,11327,89,0,8,7,5436,8,8,6,1,12377,120,8,13,5,11737,777,12,6,4,12431,81,7,13,6,10870,497,1,21,2,8152,1,1,3,8,1,2,2,0,0,1,-1
164,8,5,5,13326,876,10,10,6,14445,238,11,4,9,15007,81,8,14,12,12217,432,5,17,11,9326,266,2,6,6,11591,91,21,9,11,16176,7,10,11,8,10940,202,5,14,8,11591,43,5,22,9,10478,-1,1,8,4,1,2,1,0,1,0,1
114,6,3,5,14984,2,3,5,6,10153,84,5,3,11,9116,236,8,4,6,13863,267,1,13,7,7263,203,4,7,9,12770,5,16,9,3,15929,99,11,10,2,14332,51,2,12,6,12025,432,2,21,3,9657,1,1,5,10,1,4,1,1,0,2,-1
876,2,2,3,8507,26,0,1,2,6203,120,3,1,2,8629,40,0,2,2,4448,119,0,1,6,7230,27,0,2,3,7562,5,6,3,0,10339,7,7,3,0,11008,202,2,10,0,9846,37,0,11,2,6033,-1,-1,1,4,1,2,0,1,0,1,-1
98,2,1,1,6781,28,2,4,8,6872,90,4,1,7,8228,119,1,2,8,6267,267,1,2,4,4985,23,4,3,4,10156,421,9,3,2,11096,13,10,5,4,12205,498,5,9,1,10958,117,0,14,0,7504,-1,-1,0,9,0,3,0,2,0,1,-1
875,3,4,0,9522,245,5,7,1,9601,38,14,5,1,12714,81,3,4,4,10430,26,0,13,4,6960,78,0,0,5,8847,234,1,3,7,6998,84,5,2,5,9007,202,3,3,5,8467,497,1,6,3,5959,1,1,7,2,1,1,2,0,1,0,1
24,2,0,10,5930,141,0,1,8,5401,126,2,1,4,7154,523,4,2,5,7541,89,1,5,3,4862,266,7,5,2,9855,91,6,6,1,9520,38,11,3,1,9198,81,4,4,3,8526,44,2,6,2,6263,1,-1,2,8,0,2,0,1,0,0,-1
23,4,2,0,9177,245,7,9,1,9242,711,13,5,3,10885,81,6,7,3,7536,235,5,11,6,8002,122,0,0,6,3856,20,6,3,7,6735,238,1,4,8,4883,202,5,2,6,7533,63,1,6,8,4748,1,1,9,0,1,0,2,0,0,0,1
74,1,1,4,6708,91,6,4,3,10887,38,5,3,8,7206,119,4,2,11,8402,267,1,11,6,5824,104,9,4,0,11810,234,10,5,4,10545,266,5,5,4,9016,115,7,7,4,9625,497,1,19,5,6719,-1,-1,1,8,0,2,0,2,0,0,-1
59,5,13,6,11406,5,7,7,3,12011,142,11,10,5,12492,523,12,8,9,12112,37,1,27,8,8714,126,3,5,6,10809,421,7,8,6,9888,517,7,8,9,10198,202,5,6,9,10044,101,8,7,6,10105,-1,-1,6,3,1,2,2,0,1,0,1
31,8,12,3,12745,5,10,14,7,13201,4,7,16,6,14317,523,9,8,4,14399,412,2,15,7,8842,126,3,3,10,11276,64,8,5,8,11728,99,9,8,3,13621,202,4,9,7,10817,53,3,10,8,7013,1,1,11,2,1,3,1,0,1,0,1
41,6,8,4,20921,78,11,11,6,15142,517,7,16,5,15221,119,12,8,2,20728,412,2,20,11,9926,164,4,7,8,14675,421,8,11,10,13599,13,6,11,5,17360,202,9,11,9,16288,43,1,22,6,9987,-1,1,11,5,2,3,2,0,1,1,1
166,7,10,5,12128,246,10,9,4,11220,84,7,13,7,11050,99,4,18,3,8673,202,10,8,1,12390,6,6,2,6,11836,91,8,1,8,10357,238,3,7,6,8369,134,2,3,9,7605,111,1,8,9,5384,1,1,9,3,1,0,1,0,1,0,1
17,2,3,11,10340,234,14,7,3,15675,157,11,9,10,16086,115,6,9,4,13297,111,4,19,6,9894,13,9,6,6,12954,91,7,8,12,11030,202,7,5,7,12111,517,9,7,4,12501,497,2,16,8,7390,1,-1,8,4,1,3,0,1,2,0,1
38,8,13,11,15541,35,16,15,9,18839,45,12,15,6,17840,202,3,16,7,14976,40,0,20,6,9237,516,7,18,4,15407,30,14,11,9,20256,105,9,4,10,13935,236,7,9,9,16587,350,1,22,7,10320,-1,-1,7,5,3,3,0,2,0,2,1
24,3,2,4,8666,91,4,0,8,7091,101,2,2,5,6819,18,1,1,3,6983,117,1,3,5,4956,23,4,2,2,10098,238,6,5,4,9763,711,8,3,1,11313,134,3,4,2,8502,555,4,4,2,7534,-1,-1,0,5,1,2,0,1,0,0,-1
875,2,9,3,11387,245,5,16,2,12620,777,19,5,1,18153,523,9,11,3,14456,555,1,8,9,8620,164,5,3,9,8589,203,4,3,7,9083,3,2,6,7,7808,18,6,2,4,13692,63,1,10,9,8154,1,1,11,3,3,1,1,1,1,0,1
122,9,2,9,12784,234,4,3,9,12215,7,4,4,5,12510,202,5,4,11,10629,29,3,6,11,8762,104,21,13,2,17325,518,2,7,12,9896,127,5,9,5,11663,523,14,16,2,15981,40,3,32,5,10433,-1,1,5,9,0,4,0,1,1,1,-1
84,10,3,2,11595,131,5,12,2,11584,157,10,5,3,11920,236,5,5,2,10151,40,1,18,2,7640,24,2,3,9,8335,104,5,3,7,9744,81,3,2,4,8594,26,1,8,4,6701,16,0,8,7,5461,-1,1,8,1,3,0,1,0,1,0,1
875,3,2,3,8152,28,7,4,1,9032,236,8,3,1,9049,202,7,7,2,10053,43,1,14,1,6403,27,0,2,5,4561,91,5,1,3,8289,157,1,2,5,5689,81,1,1,4,5715,40,0,2,9,3715,1,1,8,0,1,1,1,0,0,0,1
24,2,1,5,6435,102,1,1,2,5702,236,4,2,9,5114,202,1,1,3,4959,497,1,3,3,3611,164,3,7,4,5826,246,7,2,1,7482,38,8,4,2,7442,81,1,1,1,6679,99,3,7,1,5767,-1,1,1,2,0,1,1,0,0,0,-1
236,0,2,9,5966,104,3,3,9,6833,84,13,2,7,10438,119,1,2,9,7101,412,2,4,10,5520,85,2,7,4,9192,121,11,12,4,10830,711,15,10,3,12836,523,4,12,7,8927,555,12,8,2,11867,-1,-1,0,4,0,2,0,0,0,0,-1
164,10,6,2,10067,20,9,18,4,8493,55,14,8,0,10807,202,5,16,3,9183,497,2,14,3,6020,875,1,1,10,5344,91,9,1,4,10098,3,2,3,8,5550,119,0,4,12,4907,26,0,6,6,4632,1,1,6,0,1,1,1,1,0,0,1
92,4,3,5,10161,5,6,11,12,10166,4,7,12,9,11333,145,8,6,2,15505,53,0,8,9,6038,113,6,18,4,10895,28,13,13,7,12994,157,7,16,4,12761,39,8,10,7,13885,40,3,28,3,9474,1,1,4,8,3,1,2,0,0,1,-1
266,6,5,2,9206,120,14,6,1,12404,45,2,6,3,6859,350,2,17,3,6932,202,4,8,4,7716,24,1,1,7,5831,32,0,5,2,6029,157,8,0,6,9597,119,3,1,6,7967,526,1,8,7,5069,-1,1,3,1,0,2,1,0,0,0,1
236,11,4,5,13105,234,7,9,2,10843,166,7,7,5,10850,498,7,6,2,10205,45,4,13,5,7201,126,2,3,9,7728,238,8,1,3,10271,127,3,4,9,6808,202,6,1,9,8825,26,0,10,6,5762,1,1,9,1,2,1,2,0,0,0,1
78,4,5,8,11699,234,4,11,5,12995,40,1,16,0,9980,119,10,4,4,17149,7,6,8,6,11019,516,6,8,3,9243,876,3,13,4,11659,104,7,7,4,12706,429,5,5,7,11246,497,2,10,7,6940,-1,1,11,3,1,2,1,0,2,0,1
54,3,4,8,8138,234,10,6,5,11664,517,2,9,5,10449,202,5,6,4,10285,89,0,10,7,5673,126,5,7,7,11496,91,11,6,2,13851,99,4,14,4,10444,81,9,9,4,12193,497,0,15,3,7105,-1,1,3,7,0,3,2,0,0,1,-1
27,2,8,3,10815,238,10,8,7,15267,10,8,3,8,14052,51,3,7,10,10990,99,2,10,13,7981,17,5,8,5,14529,141,18,9,5,16658,4,2,13,6,13485,202,12,14,4,14405,26,4,21,5,10103,1,1,2,10,0,3,1,1,1,0,-1
24,6,2,7,10916,76,15,5,7,13624,101,5,10,9,9495,89,2,17,7,7096,202,4,16,6,9757,141,7,5,7,13498,64,11,14,6,12421,4,9,14,4,13307,119,3,9,10,9486,497,6,26,5,10322,1,1,3,5,1,2,2,0,0,1,-1
164,9,8,8,17378,246,15,14,8,17441,99,10,15,11,15705,51,10,6,15,14826,25,8,19,13,13455,777,3,15,13,13807,30,7,21,14,15531,238,15,5,11,17500,429,26,11,6,26976,412,4,30,8,12654,-1,-1,7,9,1,4,1,1,0,2,-1
223,3,3,1,7449,238,7,3,1,7413,711,2,4,1,7074,498,5,3,3,7388,497,2,8,0,4762,887,2,1,4,5322,246,1,1,3,4449,4,1,2,3,5708,236,1,1,8,4356,267,1,2,2,4051,-1,1,4,0,2,0,1,0,0,0,1
875,4,6,6,8997,30,12,11,11,12689,64,7,12,10,9819,119,4,3,10,8269,111,0,9,9,4964,62,9,11,4,10344,234,18,17,9,14232,4,3,16,6,10014,236,15,7,4,13834,3,1,28,4,7582,1,-1,0,8,0,3,1,0,0,0,-1
84,13,3,6,12347,234,9,10,4,12320,4,2,7,11,9062,498,0,9,9,8826,497,3,9,5,6262,122,2,5,8,8339,91,13,7,5,14162,7,4,11,2,10413,119,12,7,6,15718,98,4,17,6,8060,-1,-1,3,7,0,3,2,0,0,1,-1
164,4,8,7,10129,102,5,7,6,11247,84,2,4,9,8510,119,9,8,7,13798,16,3,12,8,7847,98,3,15,7,9743,245,12,7,4,13341,238,13,11,1,15491,498,8,10,5,14242,497,1,15,6,7418,-1,1,3,9,2,2,1,1,0,1,-1
164,3,3,2,8103,203,10,12,5,12339,105,2,4,2,7221,523,10,5,2,11729,16,3,15,1,8198,98,3,3,4,7227,76,1,5,5,6486,7,6,1,4,9481,81,0,5,9,5750,37,1,4,6,4927,-1,1,10,2,3,0,1,1,0,0,1
4,4,3,1,7409,203,6,2,2,8099,45,2,1,1,7118,236,2,3,2,6261,16,1,5,1,4387,114,1,1,3,5299,246,3,1,5,5371,7,0,1,3,5468,202,2,1,2,5673,526,0,3,2,3716,-1,1,2,0,0,0,1,0,0,0,1
24,8,0,7,10578,104,11,2,13,10975,4,5,6,11,9338,222,2,10,13,9077,16,0,16,7,6918,30,9,13,9,13631,163,25,7,2,18866,238,10,10,3,13267,555,3,13,11,9380,875,4,12,1,13570,-1,-1,0,11,0,4,0,2,0,1,-1
875,9,6,4,12604,245,14,9,6,13861,142,7,7,4,12442,202,8,18,5,13166,63,9,19,4,10974,887,4,3,9,7379,120,7,5,8,11005,10,5,6,6,10021,498,5,4,13,10402,32,2,8,11,6507,1,1,10,2,2,0,0,0,1,0,1
203,7,6,5,11081,8,12,5,2,12891,54,4,5,3,7955,235,2,16,7,9137,40,1,19,4,7280,875,1,3,3,8176,28,10,3,3,10377,4,0,9,7,7345,236,9,5,7,11111,89,1,9,6,6411,1,1,8,2,1,1,2,0,0,0,1
17,7,2,6,15139,81,5,6,11,11748,48,2,6,7,10687,64,5,6,6,12242,350,3,12,8,9198,38,5,7,6,12843,5,9,10,3,14946,134,11,15,2,15144,498,10,13,5,16969,40,2,27,6,10147,1,1,4,10,1,4,2,0,1,1,-1
887,1,5,7,7524,120,14,6,5,13162,43,2,16,6,8447,498,10,10,2,14337,497,6,21,3,10255,875,7,2,11,10459,238,3,9,5,9601,7,11,3,5,13407,523,0,7,5,8651,26,1,6,7,6548,1,-1,7,7,1,2,2,0,1,0,1
98,1,7,6,5939,203,5,3,7,6985,127,2,4,4,7878,104,1,2,6,5083,497,4,6,8,6197,887,6,7,3,9823,122,5,4,3,7790,7,7,9,2,9335,523,12,10,3,12253,40,1,23,3,7299,-1,-1,0,9,0,3,0,1,0,0,-1
164,14,17,12,18751,28,15,13,8,16839,4,5,17,9,14790,110,8,13,11,16589,497,4,23,13,11698,887,7,8,16,14133,234,18,19,8,19163,7,17,11,4,20183,119,10,18,11,21055,267,1,39,8,11727,1,-1,3,11,2,4,1,0,1,2,-1
164,5,6,2,7716,91,8,7,2,10985,3,2,13,0,7957,30,1,6,1,6411,40,1,7,3,4621,78,1,2,5,5742,234,2,1,6,6386,13,1,1,3,6025,202,2,4,1,7501,526,2,4,2,4743,-1,1,4,1,2,0,2,0,0,0,1
114,4,1,4,12057,120,7,5,7,9758,157,11,4,8,15562,134,5,5,10,9826,432,1,8,11,6477,85,5,4,5,9773,30,22,6,1,18197,777,7,5,10,13132,236,6,15,6,13207,267,0,31,6,9627,-1,1,5,10,2,2,2,0,0,1,-1
150,4,10,3,11536,91,13,6,5,15036,127,7,13,10,12737,119,10,7,7,14303,40,2,18,6,7964,62,3,5,7,8681,59,4,17,10,9249,7,13,7,4,12219,202,9,12,8,12951,89,2,17,7,7197,-1,1,9,2,2,0,1,0,1,0,1
92,3,4,10,12485,76,7,13,4,14365,777,13,10,10,19520,119,8,7,4,18256,267,5,11,8,9915,58,9,6,4,16358,64,4,11,5,11971,30,11,9,15,15519,115,7,9,6,15245,40,5,14,6,10199,-1,-1,10,5,2,3,0,0,1,0,1
875,4,7,2,8682,20,4,7,0,7582,42,7,5,0,11993,236,8,5,3,9262,40,1,8,4,5467,74,0,4,5,4695,120,5,1,2,7855,4,1,2,6,5499,81,2,2,10,5589,43,1,5,1,4666,-1,1,11,0,2,0,1,1,0,0,1
114,5,1,14,12349,234,13,1,7,14300,134,7,8,4,14914,523,2,10,10,9814,89,3,11,12,7726,266,9,5,4,15602,91,5,11,3,13036,10,10,8,6,14104,51,17,11,8,16538,25,6,22,9,10912,1,-1,3,11,1,3,0,2,0,1,-1
6,8,6,6,15444,76,12,10,14,12636,432,4,28,10,10342,498,10,10,9,13482,4,3,10,11,10777,39,7,9,5,16228,876,17,10,7,15937,134,12,19,2,14691,119,10,8,8,16510,555,4,10,15,10191,-1,-1,4,9,1,2,0,1,0,0,-1
6,6,7,10,23722,238,14,10,12,22410,101,15,14,3,23416,498,6,16,12,21176,117,0,23,18,13254,85,20,6,7,23514,64,12,18,10,21580,104,8,10,6,26345,236,14,9,11,24660,267,0,29,8,13957,-1,1,7,9,2,5,1,1,1,4,1
164,12,11,6,14729,104,19,8,2,17446,1,6,17,5,10855,29,5,12,11,10989,117,3,24,4,9669,887,7,2,9,9811,234,3,6,9,9067,84,13,3,6,13197,202,3,10,13,9898,40,2,13,8,7555,1,1,9,0,3,0,1,0,1,0,1
164,2,2,3,7846,107,5,4,6,8182,84,4,3,5,6197,498,4,1,7,8281,40,0,7,3,4993,41,1,7,5,6872,91,2,9,3,7668,8,8,3,0,10248,81,7,6,4,8778,63,6,7,3,7300,1,1,2,2,1,1,1,1,0,0,-1
24,0,3,3,5543,30,8,2,6,7327,55,4,4,5,5730,236,1,0,0,3026,267,0,9,2,4650,98,2,11,3,6053,120,6,3,1,7539,7,7,5,1,7624,119,1,8,3,7373,40,0,11,5,4539,-1,-1,0,2,0,2,0,1,0,0,-1
875,3,4,4,9326,91,13,2,1,11410,4,6,8,1,9089,115,4,5,2,9662,497,1,14,1,6428,23,4,0,2,9071,30,1,2,5,6275,887,0,0,5,5665,236,4,1,6,6728,117,0,4,9,4506,-1,1,9,2,1,0,2,0,0,0,1
113,5,16,4,10223,234,12,5,2,12461,4,5,14,3,10958,202,15,15,5,13064,63,13,14,4,10739,79,4,2,7,8287,141,3,3,11,7306,777,3,5,5,8946,51,7,1,15,9211,99,1,8,12,6100,-1,1,9,0,3,0,2,0,0,0,1
113,2,5,10,7997,91,6,6,7,10088,8,3,6,2,9341,360,5,4,11,8947,555,6,9,10,9823,14,7,8,3,11375,28,19,4,2,14029,10,6,5,5,12007,523,6,9,7,11466,201,2,18,5,8061,-1,-1,0,10,0,3,1,1,0,0,-1
104,4,4,3,10859,64,11,10,4,11398,142,5,13,3,9113,119,12,11,6,13388,267,2,24,3,7946,164,1,5,7,6451,91,3,6,7,7615,99,1,15,6,7032,202,8,5,7,11448,84,6,3,7,8501,-1,1,7,1,1,1,2,0,0,0,1
82,7,3,2,10194,238,10,8,1,9825,117,3,8,0,7444,21,2,6,5,8096,350,2,13,1,5975,164,1,2,4,6408,76,2,2,2,7163,777,0,3,8,6699,119,3,2,6,8297,48,3,5,4,6684,1,1,5,1,1,1,1,1,0,0,1
8,4,2,6,8858,238,4,1,9,6954,4,3,6,8,8096,119,4,2,10,8355,412,1,7,10,5235,98,8,7,4,9918,234,9,14,2,11038,517,5,7,2,9629,21,14,13,5,11933,40,7,26,3,10216,-1,-1,0,11,0,2,0,1,0,0,-1
104,8,4,10,11742,5,3,7,7,7675,142,2,3,4,8922,523,2,2,10,7295,117,0,11,6,5416,887,6,9,4,11569,64,7,18,2,11666,99,1,8,3,7908,235,12,18,4,11953,62,11,8,2,11928,1,1,2,10,2,1,1,1,0,1,-1
39,18,5,1,18397,64,3,12,5,9912,21,5,12,4,10067,26,7,14,5,8849,267,2,18,5,7234,157,5,4,10,12180,246,4,6,3,8848,7,5,4,7,8552,236,5,5,7,9669,40,1,11,9,6794,1,1,9,4,2,2,2,0,0,0,1
17,4,0,6,6077,120,5,2,2,7538,40,0,4,3,3976,119,1,2,5,5630,101,2,0,2,5848,14,4,0,5,9005,245,6,5,2,7464,202,4,5,2,7055,26,3,9,2,5914,267,1,10,1,4754,1,-1,2,3,0,1,0,1,0,0,-1
8,4,4,4,7378,120,7,2,6,9637,222,4,4,10,7088,117,1,10,8,6679,99,3,9,3,6471,84,9,3,2,11161,134,5,7,4,9483,141,7,12,3,9863,119,9,9,4,11061,111,1,18,6,6165,-1,-1,0,4,2,1,0,1,0,0,-1
122,3,1,2,7723,20,7,10,4,8590,42,5,8,2,8607,429,11,4,3,8974,412,0,11,4,4743,24,0,3,4,5343,5,7,1,3,7999,134,4,5,6,7092,236,1,4,6,5977,267,3,3,7,4844,1,1,2,1,0,2,0,0,0,0,1
6,8,4,2,14341,56,5,10,3,10904,142,5,10,0,11339,235,5,11,1,11117,40,0,17,4,7221,887,1,1,7,7805,59,4,5,5,9305,61,1,4,4,8334,202,3,4,4,10922,412,1,4,3,5893,-1,-1,10,2,1,2,1,1,1,0,1
68,2,8,0,7093,246,11,5,1,9195,517,7,7,0,10268,81,9,8,1,9282,497,5,14,1,6682,104,0,1,4,5800,876,0,1,5,5224,64,0,1,9,5606,145,0,0,10,5004,555,3,0,6,6501,1,1,6,0,1,0,2,0,0,0,1
114,4,4,4,7373,79,9,7,0,9039,268,5,9,2,10308,81,2,3,0,7058,40,0,13,2,5061,104,1,2,5,7000,64,3,0,4,6737,4,1,2,3,7220,236,2,0,6,6902,267,1,2,2,4637,-1,1,3,1,1,0,1,0,0,0,1
114,2,5,9,12123,28,12,5,2,14639,74,3,9,5,11329,119,3,4,7,13097,555,3,8,11,8729,777,11,6,3,15408,48,7,10,4,12228,711,9,4,8,11870,222,7,13,4,14865,412,0,17,4,8134,1,-1,3,10,0,4,0,2,0,1,-1
