champ1.1,kills1.1,assists1.1,deaths1.1,gold1.1,champ1.2,kills1.2,assists1.2,deaths1.2,gold1.2,champ1.3,kills1.3,assists1.3,deaths1.3,gold1.3,champ1.4,kills1.4,assists1.4,deaths1.4,gold1.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,champ2.1,kills2.1,assists2.1,deaths2.1,gold2.1,champ2.2,kills2.2,assists2.2,deaths2.2,gold2.2,champ2.3,kills2.3,assists2.3,deaths2.3,gold2.3,champ2.4,kills2.4,assists2.4,deaths2.4,gold2.4,champ1.5,kills1.5,assists1.5,deaths1.5,gold1.5,first blood,first tower,blue towers,red towers,blue dragons,red dragons,blue heralds,red heralds,blue barons,red barons,win
777,3,6,3,10220,20,6,18,5,10528,238,13,11,3,13717,15,14,9,4,16115,267,1,22,4,7085,104,7,4,6,13436,427,1,7,7,6992,13,7,0,7,15192,18,1,5,9,8121,117,3,10,8,7219,1,1,8,3,2,1,2,0,0,1,1
131,0,3,7,4357,91,6,1,5,7253,777,1,4,1,6723,21,1,0,4,4690,40,0,2,2,3280,78,2,1,4,6623,28,5,3,1,6624,23,8,6,3,9475,74,2,1,0,6650,350,2,5,0,4308,1,-1,2,4,0,2,1,0,0,0,-1
126,3,4,2,9397,48,6,11,2,10197,711,9,13,3,11357,145,5,7,1,10786,111,4,16,3,7613,62,2,1,3,9192,234,3,2,4,7496,55,4,2,7,8109,21,1,4,7,7718,350,1,5,6,5292,1,1,5,3,2,1,1,1,1,0,1
23,7,5,7,14974,120,9,11,8,14767,711,7,13,8,14210,119,7,10,10,16902,89,1,20,10,8653,98,14,18,2,17121,246,16,16,7,18271,7,7,11,8,14790,21,3,23,7,16126,201,3,29,7,11304,-1,1,3,11,4,1,2,0,0,2,-1
6,8,2,6,9578,104,6,4,3,10591,518,12,8,2,12816,21,7,5,2,11749,111,5,11,0,7761,126,7,1,7,10987,72,0,5,6,6265,246,5,0,9,9259,222,0,1,9,6475,40,1,2,7,5079,1,1,11,1,3,0,1,0,0,0,1
10,5,9,4,12305,91,10,9,4,12587,99,7,7,2,10784,18,4,6,5,9906,526,3,14,4,7413,236,3,6,8,9357,234,3,6,7,7677,142,7,1,4,9989,266,3,2,5,8478,43,3,11,5,7728,-1,1,9,2,2,0,1,0,1,0,1
99,19,11,1,15248,517,14,10,5,13200,64,1,12,6,9039,223,1,3,9,7824,28,9,8,2,11075,48,4,0,9,9072,84,11,4,5,11651,126,0,3,13,7629,150,3,2,12,6827,64,5,8,5,8360,1,1,9,2,1,1,0,0,0,0,1
266,2,4,6,8214,64,14,11,1,13782,13,6,8,1,11866,119,11,8,6,14299,50,3,15,6,8881,164,8,5,7,10510,5,3,6,7,8360,142,1,7,6,6695,202,2,10,9,9150,99,6,7,7,8428,1,-1,10,1,2,0,1,1,1,0,1
104,2,5,4,9069,107,3,3,4,7854,163,6,0,5,8947,64,0,7,5,6566,236,7,1,7,10842,57,4,6,6,9648,238,9,1,3,11344,117,3,6,2,10179,876,4,4,3,10336,56,5,3,4,9356,1,-1,1,4,2,1,0,0,0,0,-1
236,9,1,7,13455,91,6,6,9,12010,17,6,7,12,9179,498,9,4,6,12818,235,2,14,12,10194,126,4,11,6,13659,78,8,9,6,12393,8,18,3,5,15876,21,10,9,8,13374,526,5,14,7,9801,-1,1,7,9,2,1,2,0,0,1,-1
2,4,6,7,14339,64,15,4,9,20660,5,11,3,6,21850,121,13,7,6,19161,81,10,14,10,18854,17,13,6,11,17791,45,1,7,15,11523,104,12,9,9,20520,26,3,18,10,13966,61,9,10,9,18315,1,1,10,4,5,0,0,0,1,0,1
238,11,3,4,15639,711,7,11,7,17884,15,7,7,7,16210,51,6,4,12,14787,117,3,13,7,11597,114,3,3,10,13698,238,23,3,2,24154,10,2,19,3,12480,60,7,3,12,15443,235,2,11,8,11823,1,-1,5,11,2,2,0,0,0,0,-1
164,7,7,1,14658,131,4,9,5,12502,157,8,11,5,15468,115,4,4,6,12363,555,2,4,3,8011,234,6,4,6,11966,246,5,10,6,9790,711,5,3,5,10105,202,3,6,3,11682,74,1,9,5,6849,1,1,9,2,2,2,1,0,1,0,1
38,7,16,7,18239,59,13,14,9,18321,91,18,7,9,20505,7,9,8,8,16616,35,8,16,8,15011,711,12,8,12,19525,7,7,7,7,17364,41,9,11,13,20986,29,6,10,12,17916,62,7,7,11,20550,1,-1,4,10,2,4,0,0,0,1,-1
85,8,6,2,11356,91,11,5,5,13300,875,3,6,5,12343,21,2,7,3,9706,44,1,13,2,7084,887,3,2,6,8543,79,6,2,4,9413,104,4,6,5,8913,236,3,4,6,10154,526,1,8,4,6224,1,1,7,3,3,0,1,0,1,0,1
5,3,2,8,12571,245,10,7,8,14108,18,5,7,9,9959,145,9,5,6,12839,17,3,10,8,9444,360,8,7,8,13895,7,11,10,7,15385,432,6,5,6,11320,31,2,9,6,10794,134,12,9,3,16333,1,-1,5,10,1,2,0,0,0,0,-1
4,5,7,5,12426,107,19,9,6,17177,10,10,11,0,13056,61,8,13,6,11708,27,6,16,0,14011,115,1,4,6,10352,3,2,1,11,8568,114,2,3,6,11879,107,7,6,11,11020,91,5,7,14,9511,1,1,8,4,2,0,0,0,1,0,1
122,3,2,8,12375,121,8,10,7,13904,7,9,4,5,13459,202,5,11,6,13925,89,0,10,11,7320,126,8,8,6,16202,876,5,9,4,12632,42,9,12,3,15330,21,13,8,5,18299,432,2,24,7,10433,1,-1,3,10,1,3,0,1,1,1,-1
76,17,11,7,17063,113,6,5,3,14575,21,9,15,8,15281,35,11,11,6,15228,266,12,5,7,16427,81,3,7,12,12070,39,7,5,10,16674,142,12,8,8,15579,54,6,8,14,12313,96,3,8,11,11208,1,1,10,1,3,0,0,0,0,0,1
64,9,11,4,11603,96,9,6,1,13278,134,4,12,6,9679,85,9,7,8,10557,21,7,10,3,10378,235,4,8,7,7506,60,7,7,9,8733,117,0,6,6,5682,133,7,0,7,8846,120,4,2,9,7143,-1,1,8,0,2,0,0,0,0,0,1
35,5,20,2,13583,105,10,19,7,15599,134,11,19,8,16876,875,9,8,7,14455,62,17,14,5,19241,12,9,14,14,15481,92,13,5,12,15930,13,3,3,8,14068,350,0,15,8,9160,202,4,6,10,12137,-1,1,9,2,4,0,0,0,1,0,1
67,11,3,5,14690,141,4,9,7,13335,7,11,8,5,16351,41,8,6,9,18402,412,5,6,8,15326,523,5,6,8,14474,10,14,4,6,19290,41,4,5,9,15738,107,4,2,8,12823,28,7,4,8,12192,-1,1,11,7,2,2,0,0,0,0,1
45,3,3,8,8885,51,6,2,4,10263,22,4,3,4,9407,39,2,0,7,9238,117,3,4,7,8722,99,3,14,3,9375,85,5,6,5,10516,104,8,5,2,11323,7,5,3,1,11693,268,9,5,7,12224,1,1,2,7,0,2,0,0,0,0,-1
887,7,11,4,16473,76,16,11,4,15437,23,6,5,2,14338,119,6,12,6,15813,555,10,10,4,12699,104,1,4,10,10116,238,5,7,11,10981,68,1,7,4,11686,81,11,1,7,15739,432,2,10,13,7559,1,1,11,0,2,2,1,0,0,1,1
42,21,15,3,20746,85,8,6,4,13872,21,7,13,7,13004,7,12,8,7,14473,76,8,13,6,13649,28,5,4,13,10376,61,2,7,11,12161,245,8,5,10,12788,145,6,5,11,13004,120,5,7,11,12145,1,1,9,3,1,1,0,0,0,0,1
29,6,10,5,10934,50,6,7,7,10764,711,6,9,5,10876,115,3,5,9,10065,555,10,9,6,12543,114,6,7,6,15008,267,4,8,6,9155,245,16,3,7,15209,104,4,5,5,11525,16,2,18,7,8796,1,-1,2,10,1,1,0,0,0,0,-1
887,6,5,5,10744,104,7,8,5,12435,517,4,6,6,9898,21,7,7,4,11383,89,3,12,6,7285,114,3,5,7,8557,91,8,9,1,12865,7,5,7,5,9649,119,9,7,7,11954,412,1,16,7,6664,-1,1,7,3,1,2,2,0,1,0,1
104,6,2,6,9370,238,5,3,7,7131,517,2,2,8,5836,236,1,5,6,6462,63,4,1,7,6576,39,11,5,4,12948,91,8,2,3,11370,69,8,5,3,9136,157,4,1,6,8513,555,2,7,2,6161,1,-1,1,6,0,1,0,0,0,0,-1
266,10,7,3,12132,9,9,12,3,12211,166,6,7,8,11159,711,15,4,7,13549,89,3,17,8,8133,39,3,3,8,8898,5,2,8,9,7700,142,4,4,9,8157,30,13,5,10,13575,555,7,4,8,8746,-1,1,9,2,1,2,2,0,1,0,1
887,1,6,3,9403,91,13,10,7,13214,131,7,8,2,12501,81,6,10,4,11038,350,5,16,4,8121,84,7,1,5,9647,35,6,5,6,8397,246,4,4,8,8677,67,3,6,7,8976,44,0,16,6,6176,-1,1,7,0,1,1,1,0,0,0,1
266,21,6,8,22060,112,17,7,11,21205,81,4,5,11,17012,166,8,7,19,15519,526,5,13,13,15213,61,7,17,8,16382,51,10,11,12,16622,360,16,11,15,19610,29,12,11,12,15679,134,17,11,8,20433,-1,-1,11,6,1,4,0,0,1,0,1
266,12,9,2,15701,9,8,12,5,11711,10,4,12,6,10962,119,9,11,7,13385,111,3,10,7,7119,24,3,6,10,9530,120,6,12,6,12363,711,4,8,7,11105,236,10,8,8,13056,267,4,14,6,8836,-1,-1,9,4,3,0,0,2,0,1,1
104,1,1,7,8241,120,4,3,7,8541,23,2,1,12,8276,30,2,4,10,9108,267,3,6,8,8039,777,8,7,2,13293,163,16,8,2,14329,517,15,7,1,13267,21,3,10,3,9551,12,2,19,4,7549,-1,-1,2,9,2,1,0,1,0,1,-1
236,2,10,4,15718,91,12,5,10,16437,7,8,7,4,13411,222,6,7,9,12921,412,1,12,10,7615,85,9,4,8,14433,5,3,12,7,11285,711,16,5,4,16606,523,8,9,4,15316,201,1,13,6,8225,1,-1,7,7,3,1,1,1,1,1,-1
64,5,5,3,11090,887,8,7,2,11469,55,3,9,6,8879,110,5,7,5,9824,53,2,13,6,6596,27,4,8,4,8441,91,9,3,6,9854,245,6,5,4,9510,119,2,6,6,9453,40,1,14,3,6365,1,1,3,3,1,2,2,0,1,0,1
78,6,7,3,9787,245,6,4,2,10920,104,4,7,3,12102,96,11,8,2,12699,432,0,23,4,7804,85,3,4,6,9033,154,3,7,3,9143,777,2,4,5,9078,81,5,5,6,9807,497,1,6,7,5489,-1,1,8,0,2,1,1,0,0,0,1
164,9,2,1,11064,245,2,9,3,7190,39,10,3,6,10822,202,3,6,1,8455,497,3,13,0,7635,887,1,0,6,6262,76,4,5,5,8528,238,5,1,5,7745,21,1,0,9,6258,201,0,1,2,3914,-1,1,11,0,1,0,1,0,0,0,1
223,2,7,4,8478,61,4,10,3,12925,104,14,3,4,16190,360,7,4,12,11614,32,4,12,12,8154,164,7,8,3,13800,121,10,6,6,12884,134,3,16,5,12062,236,8,12,10,14973,497,7,22,7,10110,-1,1,3,7,2,3,1,0,0,1,-1
78,5,24,5,13657,30,16,22,9,18477,777,4,10,11,14490,202,22,14,9,20590,43,3,31,13,11328,80,2,9,9,10160,131,6,14,10,13104,238,20,7,10,18936,119,11,5,9,19232,32,8,19,12,11805,1,-1,11,7,3,2,0,2,1,1,1
56,14,6,10,17553,119,10,8,9,17755,91,17,3,8,18092,102,12,9,9,17773,245,9,10,11,16632,236,12,9,11,18160,22,3,14,10,12338,145,9,7,13,16248,114,3,5,18,11626,104,19,7,10,20825,1,1,11,2,3,1,0,0,1,0,1
164,6,2,0,7106,64,8,3,1,7659,7,5,3,1,7435,115,2,7,2,8315,555,4,4,2,5444,79,0,1,4,4436,76,3,1,2,6075,238,1,2,6,4865,81,2,1,6,5985,43,0,6,7,4058,1,1,4,0,1,0,1,0,0,0,1
164,3,1,0,5855,154,2,5,1,6441,157,2,0,4,5549,21,3,3,2,6098,40,2,5,3,4938,266,0,1,2,4802,68,3,3,3,6165,24,4,0,1,5328,202,2,4,5,5052,432,1,5,1,4133,1,1,1,0,1,0,1,0,0,0,1
150,4,1,1,7494,9,0,11,0,6429,166,5,1,0,7076,236,5,2,1,7619,12,2,9,1,4762,58,1,0,2,4842,76,0,0,4,3655,38,1,1,3,4075,360,0,0,5,3844,90,1,0,2,4281,1,1,5,0,1,0,0,0,0,0,1
875,3,1,7,9742,234,8,6,7,10448,142,6,4,6,9598,110,4,5,6,9500,267,1,11,5,5960,266,7,5,4,12163,33,3,16,4,10194,246,11,4,5,12632,81,8,8,4,12566,432,2,19,5,7993,1,-1,3,7,0,2,1,0,0,1,-1
150,0,1,3,6633,131,2,2,7,5976,157,0,1,6,5208,81,3,2,3,6928,267,3,4,2,5748,98,2,4,0,6722,76,5,8,0,8696,80,7,3,1,9111,115,3,2,4,7724,875,4,7,3,5672,-1,-1,1,4,0,2,0,2,0,0,-1
98,2,6,7,8416,68,3,5,7,7970,517,6,5,7,10951,51,6,2,6,11224,267,0,8,4,5600,150,2,7,6,9250,28,16,8,1,14344,777,4,8,6,10771,236,6,6,2,13671,43,2,12,2,8098,1,-1,1,10,0,3,1,0,0,1,-1
887,5,4,2,11074,64,0,4,5,6999,101,3,4,2,8310,81,1,2,6,6660,555,2,2,6,6007,164,2,5,3,8490,76,2,2,2,8370,13,6,6,1,11640,119,9,1,4,12909,40,2,13,1,8001,-1,-1,2,10,0,2,1,1,0,1,-1
55,8,4,1,8501,91,12,4,0,10241,30,3,6,1,7388,145,3,8,2,7579,117,0,4,0,4850,266,1,0,6,4657,131,3,0,6,5565,157,0,1,7,4187,115,0,2,3,3832,12,0,1,4,2744,1,1,7,0,1,0,1,0,0,0,1
62,3,3,8,7708,76,4,2,7,7800,61,6,8,6,9398,119,10,8,4,13481,497,1,12,9,5514,164,5,10,7,10322,104,10,11,3,12103,517,11,6,5,10635,21,6,10,5,11169,89,2,12,4,6303,-1,-1,0,5,2,1,0,2,0,0,-1
777,6,3,2,12526,35,3,7,1,9667,711,7,8,4,10907,21,7,4,2,11959,89,2,17,2,7740,164,4,1,5,9789,76,2,2,7,7994,136,3,4,4,9864,157,1,3,3,8622,32,1,4,6,5785,1,-1,6,2,2,1,1,1,1,0,1
266,7,1,3,9862,76,7,5,4,10853,711,1,3,7,6946,22,3,9,8,8208,201,0,12,9,5396,887,5,5,4,9298,59,12,18,2,13102,3,3,17,3,8564,119,10,11,4,13526,32,0,16,5,5860,1,-1,2,7,0,3,0,2,0,1,-1
122,10,5,3,16369,35,8,11,5,12491,141,9,8,3,14173,101,10,12,4,14804,432,4,22,3,10434,79,3,1,13,9811,33,5,8,5,11137,126,5,5,5,13875,147,1,11,7,10364,37,4,10,11,8718,1,1,9,1,3,1,2,0,1,0,1
126,2,2,3,7619,245,2,2,5,7520,238,4,1,6,7973,236,1,2,8,8076,432,1,4,3,5533,85,5,3,0,9536,234,5,5,1,8929,777,5,4,3,9857,81,8,3,2,10992,497,2,15,4,6930,1,-1,0,5,1,2,1,0,0,0,-1
164,5,7,7,12365,56,5,8,6,12482,147,7,5,5,13990,236,5,5,9,11543,267,1,13,5,7990,62,3,12,4,13077,234,8,7,2,13734,777,7,10,5,14642,30,9,12,7,13605,555,5,11,5,10642,-1,-1,6,7,0,5,0,2,1,1,-1
240,5,10,8,11759,76,8,9,1,11867,85,8,6,3,11576,236,14,12,5,15001,267,9,20,4,11152,266,2,2,10,8661,9,2,8,11,8161,432,2,14,8,6794,81,6,6,7,9452,42,9,3,8,11020,1,1,11,0,4,0,2,0,1,0,1
126,11,10,8,17547,76,8,14,8,13214,777,6,10,6,14568,147,5,20,4,11921,37,5,21,6,9970,875,1,6,9,10627,238,10,7,6,14910,85,9,10,9,13426,21,12,2,4,17320,32,0,13,8,8438,1,-1,7,7,3,1,1,1,1,1,1
111,5,6,6,10325,711,4,3,9,9516,164,5,5,11,10652,57,3,5,10,8132,86,1,2,9,9289,145,9,12,1,13130,236,11,7,5,15881,99,1,17,2,10085,517,14,9,6,14569,21,8,14,4,12975,-1,-1,1,6,0,2,0,0,0,1,-1
887,5,10,7,15397,238,8,6,6,12611,157,3,1,6,11818,21,0,15,10,10050,555,8,5,8,11880,164,7,9,5,12826,121,7,2,3,11959,3,7,14,3,13017,81,8,15,7,15207,32,8,13,6,10082,-1,-1,5,6,1,4,0,2,0,2,-1
10,7,14,2,15508,91,8,13,6,16762,13,5,11,11,12750,202,12,12,7,16031,432,5,23,3,10380,150,2,5,6,11612,234,13,9,6,15695,7,8,5,6,14795,166,6,6,10,13301,497,0,13,9,7915,-1,1,11,2,3,1,1,1,1,1,1
24,1,2,9,7150,234,1,2,8,5684,51,4,2,8,7501,7,4,2,6,7499,555,4,5,10,7345,164,2,8,1,8762,91,17,4,1,15027,711,5,8,4,9851,18,13,9,5,12404,432,4,21,4,8747,-1,-1,0,10,0,2,0,2,0,0,-1
62,6,10,2,11901,91,11,13,5,13865,245,6,3,4,13808,81,5,8,4,10680,267,1,18,4,8463,157,5,1,6,12442,64,0,7,6,8025,55,11,3,7,12318,119,3,4,4,11125,43,0,9,6,5873,-1,1,10,3,3,0,1,1,1,0,1
79,1,5,3,9401,121,12,10,2,13713,134,14,8,4,15249,202,15,10,4,14468,432,2,28,2,9666,67,6,5,5,14235,234,4,5,9,9185,81,3,8,13,8116,61,2,8,11,8972,40,0,11,6,6344,1,1,11,0,4,0,2,0,1,0,1
78,8,7,1,10966,5,11,7,2,11904,13,5,4,5,8636,145,7,4,2,9815,111,1,8,4,5494,777,2,1,8,7280,245,1,5,4,7587,34,6,2,10,8942,18,5,0,6,9074,59,0,8,4,5647,-1,1,4,3,1,0,1,0,1,0,1
875,4,10,4,8783,76,16,10,4,12684,23,7,12,3,10220,202,9,12,2,11903,497,0,25,4,6944,19,4,0,7,9029,91,6,0,7,10787,55,4,5,10,8061,21,1,8,7,8383,147,1,6,5,6392,1,-1,6,3,3,0,1,1,1,0,1
157,7,7,9,15703,76,9,11,4,14908,777,14,7,7,17597,222,7,17,11,14035,37,2,26,8,10910,164,15,4,9,16827,121,10,8,7,13461,13,3,5,8,14407,81,9,9,9,13392,350,2,19,6,9239,-1,-1,10,5,3,1,1,1,2,0,1
157,1,3,8,7040,91,7,2,9,9558,55,6,1,5,8388,134,1,5,7,7622,432,1,10,6,6001,875,2,7,1,10326,76,7,8,3,10944,39,11,6,2,12984,145,9,7,3,11293,63,6,7,7,8421,-1,-1,1,8,1,2,0,2,0,1,-1
150,2,1,8,4403,64,4,2,3,6227,360,1,0,4,4650,246,4,2,4,5956,89,1,1,6,4288,266,10,0,2,8322,234,3,5,2,6150,517,3,1,4,5320,236,8,3,3,8984,267,1,9,1,4833,1,-1,0,2,0,1,0,1,0,0,-1
164,2,4,6,9137,79,4,5,4,8032,3,3,4,8,7718,202,8,5,4,11765,432,2,10,7,6813,39,11,4,3,15838,104,7,8,2,12493,7,6,10,4,11324,81,3,6,7,10136,43,2,14,4,7654,-1,-1,1,10,1,2,0,2,0,1,-1
14,3,7,7,10654,113,4,8,4,10234,84,9,3,4,12333,18,6,4,6,12960,267,2,12,3,7680,266,7,6,3,14940,163,4,7,6,11349,104,9,2,4,16030,81,4,7,4,12513,89,0,8,7,7437,1,-1,3,9,1,3,0,2,0,2,-1
887,3,4,10,12029,64,9,10,3,14092,238,7,4,8,13929,222,14,8,3,18678,412,0,20,6,8853,164,11,6,8,17153,104,5,11,6,14604,13,2,7,5,13438,18,9,6,8,16763,40,3,14,6,10166,1,-1,4,9,3,2,1,1,1,1,-1
887,9,13,8,16609,238,11,11,5,16042,119,3,9,10,11508,147,4,11,9,13547,555,5,7,10,11048,106,4,5,12,10757,5,10,12,7,13933,38,15,7,4,19203,22,11,12,4,18612,12,2,25,5,9236,-1,1,9,8,2,2,1,1,2,0,-1
78,4,1,2,8859,246,10,9,0,9799,38,6,4,5,7753,18,8,5,2,10671,32,0,16,1,5905,164,1,1,5,6023,33,3,2,3,7134,7,2,3,6,5379,81,3,1,7,6349,37,1,4,7,5193,1,1,6,1,2,0,1,1,0,0,1
62,5,9,11,14655,245,20,12,6,21213,31,11,12,10,19136,18,6,16,9,18235,432,1,25,7,10434,164,3,9,13,13321,76,18,16,6,20201,777,11,10,8,20381,498,9,16,5,21618,111,2,25,11,12181,-1,1,5,11,3,2,0,2,1,2,-1
3,2,7,5,10476,246,10,1,4,12816,142,5,2,4,13588,30,2,4,13,9330,40,2,6,5,7271,164,2,4,6,12357,59,1,14,5,8938,101,3,10,3,9440,236,23,6,3,18499,117,2,22,4,8183,1,1,4,7,1,2,1,1,1,0,-1
85,5,8,3,11605,91,15,6,6,13848,7,7,10,3,11622,236,3,11,4,11368,875,1,12,2,7620,164,4,3,8,9265,141,5,6,9,10860,18,4,1,6,10037,161,3,5,5,10750,201,2,9,4,6601,-1,1,4,2,3,0,1,1,1,0,1
39,3,7,8,12978,234,12,6,5,18336,254,8,4,6,16346,51,4,6,8,13750,412,2,8,9,10013,86,7,10,5,15512,36,0,0,1,6966,21,20,7,9,20652,115,6,15,7,13849,63,3,13,7,11948,1,1,6,6,3,1,1,0,1,0,-1
104,9,10,3,18851,98,4,18,8,11532,91,10,11,9,14765,145,14,11,9,21250,497,5,24,5,12625,48,5,7,11,15258,35,5,11,9,11821,103,7,9,5,14611,360,15,3,8,20028,34,2,12,9,12251,-1,-1,10,7,4,0,1,0,1,1,1
40,2,12,5,8620,82,2,13,13,7561,96,12,10,11,10883,30,12,11,9,11404,10,0,11,12,7236,114,36,5,7,15757,43,8,28,4,10914,236,5,18,6,9375,4,1,15,8,8716,106,0,10,3,8185,-1,-1,0,4,0,0,0,0,0,0,-1
40,6,33,6,10943,61,2,30,10,9968,555,17,16,7,15709,36,9,25,7,12693,92,8,10,6,10826,523,27,6,9,17871,75,4,12,7,10350,267,0,18,8,9145,115,5,13,9,10614,82,0,6,9,8737,1,-1,1,4,0,0,0,0,0,0,-1
39,5,7,9,6850,22,1,11,6,6160,43,3,7,7,6168,30,3,9,6,6303,115,7,9,7,7390,222,20,9,3,10993,10,6,15,4,8318,110,4,13,6,7278,63,4,10,3,7328,6,1,4,3,6300,-1,-1,0,4,0,0,0,0,0,0,-1
111,4,17,10,8686,133,11,12,11,11326,34,10,11,9,10371,45,6,15,9,9523,63,2,16,10,8704,64,24,21,7,13823,10,15,27,5,13798,104,3,21,7,9513,117,5,21,8,9385,106,2,9,6,8192,1,1,1,4,0,0,0,0,0,0,-1
45,12,29,6,9841,81,12,26,5,11123,236,8,19,6,9176,99,9,28,4,9436,126,17,35,4,11624,157,7,9,13,10148,74,10,10,8,11221,7,6,9,14,8189,13,2,6,12,7258,141,0,5,11,6139,-1,1,4,0,0,0,0,0,0,0,1
34,13,32,6,13287,91,21,24,8,14878,64,20,29,8,14456,12,3,46,4,11491,497,6,45,5,11573,113,8,14,15,11593,110,13,12,9,13478,39,2,13,14,10190,711,3,14,11,9947,96,5,17,14,10291,1,1,4,0,0,0,0,0,0,0,1
80,8,21,11,13346,876,10,23,11,13994,238,13,19,12,14112,235,6,33,9,14582,11,13,26,12,15675,41,13,19,10,15003,161,10,27,7,14431,119,9,31,11,14249,9,11,30,10,14174,157,12,17,12,15044,1,-1,2,4,0,0,0,0,0,0,-1
92,1,6,10,6517,141,3,9,10,6758,38,12,2,12,11149,236,6,7,7,9927,350,2,19,7,6634,875,10,7,4,13538,234,13,11,3,11546,81,13,8,6,11534,497,4,24,6,8025,4,6,20,5,11430,1,-1,0,10,1,2,0,2,0,1,-1
8,11,3,4,14570,91,7,9,8,12731,142,3,7,14,9991,21,6,7,11,11918,432,1,19,5,9148,27,2,10,9,9414,876,10,8,7,14286,104,23,5,3,18590,498,6,16,5,14882,267,1,30,4,9598,1,-1,3,7,1,3,0,0,0,2,-1
166,10,12,8,17800,121,15,10,5,19598,157,2,7,11,15428,147,4,14,6,16044,40,3,16,10,11883,34,9,7,5,16881,91,14,5,12,17448,44,1,25,2,10052,235,8,12,5,14888,240,8,11,11,17318,1,-1,10,6,2,4,2,0,3,0,1
106,9,8,6,13072,120,10,11,7,16885,84,3,12,9,12399,134,2,5,11,9580,555,5,3,6,9315,58,4,11,7,12882,234,7,13,7,12766,7,10,12,7,14508,498,14,12,6,18330,497,4,27,2,10879,-1,1,4,8,2,1,2,0,0,2,-1
64,9,2,4,11620,60,2,6,7,7492,39,6,3,6,10214,236,3,7,8,9265,44,1,9,6,5696,23,9,6,5,13004,238,7,8,3,11446,517,4,9,3,9246,145,9,5,7,11791,43,2,18,3,8204,1,-1,2,7,0,2,0,1,0,1,-1
1,1,3,10,8039,91,11,3,6,13949,7,4,1,4,8977,360,2,1,7,9799,44,0,9,4,6392,104,8,9,3,13676,246,9,6,8,10641,101,9,6,1,11603,235,4,17,3,11332,40,1,22,3,8063,1,1,2,7,1,2,1,0,0,1,-1
69,9,6,9,12845,141,5,6,11,10970,104,10,5,9,16052,115,3,9,9,9035,99,2,11,12,7650,78,9,7,6,11607,121,12,8,3,13529,518,6,12,6,11286,498,20,7,6,18499,497,3,25,8,9436,1,-1,3,8,0,3,0,1,0,1,-1
83,2,2,5,13799,104,9,5,8,15628,90,1,2,11,10743,498,6,6,5,15224,267,0,11,5,7209,92,7,8,4,15754,91,10,5,4,14882,75,7,9,3,16666,115,9,6,5,16227,432,1,16,2,10351,1,1,5,10,0,5,2,0,0,1,-1
92,1,9,5,14187,107,16,1,7,17511,157,6,6,5,16301,147,10,9,6,13867,99,2,17,7,10557,777,4,6,7,14167,28,5,5,10,10727,134,5,8,9,13359,498,13,5,4,18445,432,2,19,5,10657,1,1,9,5,3,3,2,0,1,1,1
67,0,0,2,6777,120,0,1,2,5899,8,3,1,2,8293,81,0,0,2,5401,40,1,1,4,4053,36,0,1,0,6645,234,6,4,1,8739,517,2,2,3,6584,222,3,4,0,9547,117,1,7,0,5927,1,-1,1,4,0,1,1,1,0,0,-1
78,3,6,7,9713,35,6,6,8,10836,163,7,5,7,14529,119,6,5,9,16759,40,0,13,6,7768,21,8,12,7,14794,876,5,10,5,12628,246,13,7,8,15656,39,9,5,0,16039,412,2,14,2,8433,1,-1,4,9,2,2,1,1,0,1,-1
164,6,5,1,9488,59,8,7,0,9519,142,7,9,1,9641,119,2,9,4,8313,117,3,11,4,6380,104,1,0,6,7020,28,3,1,5,6873,7,1,0,6,4964,498,3,3,5,7582,43,2,5,4,5755,1,1,6,1,1,0,2,0,0,0,1
126,8,3,2,9352,79,5,13,0,7769,157,7,6,4,10051,115,8,9,3,10635,497,3,21,0,7191,106,1,1,5,5475,5,2,3,6,7414,268,3,2,7,5869,523,3,1,4,7651,412,0,3,9,3559,1,1,9,0,1,0,2,0,0,0,1
92,3,6,2,8876,64,11,6,0,10383,7,3,6,2,8919,222,5,10,3,10936,412,3,14,1,6861,58,2,2,5,8964,131,1,4,4,7346,238,4,0,6,8336,157,1,2,4,7173,89,0,3,6,4602,1,1,3,2,3,0,2,0,1,0,1
240,9,11,5,10512,64,7,14,6,11694,69,10,10,1,12874,523,12,7,4,15046,412,1,23,10,7147,875,4,6,6,9187,104,10,7,6,12680,517,3,8,11,7414,202,8,7,5,11897,432,1,8,11,5736,1,1,7,1,1,2,2,0,1,0,1
79,5,10,4,12657,76,6,11,7,13594,104,10,6,6,15875,236,9,11,8,14768,267,2,25,9,9307,85,11,5,7,14231,238,11,8,4,14445,4,4,16,7,13438,202,5,5,7,14933,117,3,17,7,9424,1,-1,9,6,3,2,0,2,1,0,1
887,2,1,6,8399,121,4,2,3,7912,4,2,5,6,8974,81,1,6,5,7867,201,1,3,5,5100,24,3,7,2,9876,246,7,5,1,9735,7,5,10,1,11194,21,8,3,2,11195,89,2,12,4,6597,-1,1,1,5,1,2,1,0,0,0,-1
24,7,2,6,12222,78,2,11,6,9028,517,6,7,6,10358,21,5,6,14,11831,37,3,11,12,7179,126,8,7,6,11208,104,9,11,6,12797,136,8,13,2,11854,30,17,15,4,16674,497,2,32,5,9680,-1,1,2,8,1,2,1,0,0,1,-1
